50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,,,0.3618,,,,,,,,,,,,,,55323b7b-a149-4af0-8e14-92595dd53302,5,,"[61.0, 41.0]",69308,0,,,,,-1.5707964,,Right Foot,,,,"[61.0, 40.3]",,Ground Pass,,0.7,,,,Giuseppe Rossi,,,,,Kick Off,1,From Kick Off,Nilmar Honorato da Silva,26698.0,Right Center Forward,2,Villarreal,222,['5fdca422-86f1-4e84-895d-3f21c3b71801'],0,,,,,,,,,,,,,,,Villarreal,222,00:00:00.752,Pass,,61.0,41.0,61.0,40.3,5,4,6,3,0.014846,0.016895,0.0020490000000000005,0.0020490000000000005,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.3529,,,,,,,,,,,,,,dcbf0745-2829-47df-9ad8-36eac7b207ac,8,,"[61.0, 40.5]",69308,0,,,,,-3.119374,,Left Foot,,,,"[52.0, 40.3]",,Ground Pass,,9.002222,,,,Bruno Soriano Llido,,,,,,1,From Kick Off,Giuseppe Rossi,7141.0,Left Center Forward,2,Villarreal,222,['e60abf4c-8c6c-4bda-b58c-37b5d20541a4'],1,,,,,,,,,,,,,,,Villarreal,222,00:00:01.130,Pass,,61.0,40.5,52.0,40.3,5,4,5,3,0.014846,0.014846,0.0,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.769754,,,,,,,,,,,,,,4998025b-8b41-4011-acfc-9d9e4a54179b,11,,"[51.8, 40.3]",69308,0,,,,,1.8724154,,Left Foot,,,,"[43.4, 67.3]",,Ground Pass,,28.276491,,,,Ángel Domingo López Ruano,,,,,,1,From Kick Off,Bruno Soriano Llido,22819.0,Left Defensive Midfield,2,Villarreal,222,['789a499b-8905-43aa-b89f-f1b623847111'],2,,,,,,,,,,,,,,,Villarreal,222,00:00:02.869,Pass,,51.8,40.3,43.4,67.3,4,3,4,6,0.012626,0.012147,-0.00047900000000000026,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,0.851,,,,,,,,,,,,,,292852e6-1504-4698-90e9-a52d19393b0f,15,,"[42.8, 65.6]",69308,0,,,,,0.5070985,,Right Foot,,,,"[49.1, 69.1]",,Ground Pass,,7.206941,,,,Santiago Cazorla González,,,,,,1,From Kick Off,Ángel Domingo López Ruano,25984.0,Right Back,2,Villarreal,222,"['1f053874-6090-4e44-a2d1-64d49cf1c897', 'd2712507-dba6-4d07-9474-c1dbd522e6af']",5,,,,,,,,,,,,,,,Villarreal,222,00:00:05.165,Pass,True,42.8,65.6,49.1,69.1,4,6,4,6,0.012147,0.012147,0.0,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,3.5479,,,,,,,,,,,,,,4839c236-c7b2-4d51-b053-5d71ee1285a0,18,,"[48.7, 71.0]",69308,0,,,,,-2.5924115,,Left Foot,,,,"[10.3, 47.5]",,Low Pass,,45.020107,,,,Diego López Rodríguez,,,,,,1,From Kick Off,Santiago Cazorla González,11386.0,Right Midfield,2,Villarreal,222,['ee2c8285-82b6-4b70-893d-12cdcb94e7fa'],7,,,,,,,,,,,,,,,Villarreal,222,00:00:07.216,Pass,,48.7,71.0,10.3,47.5,4,7,0,4,0.011263,0.009411,-0.0018520000000000012,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.727,,,,,,,,,,,,,,7972bf5b-2708-41b6-b63d-2222acfc5745,20,,"[10.7, 48.1]",69308,0,,,,,1.2998495,,Right Foot,,,,"[16.7, 69.7]",,Ground Pass,,22.41785,,,,Carlos Marchena López,,,,,,1,From Kick Off,Diego López Rodríguez,6768.0,Goalkeeper,2,Villarreal,222,['5c36ba4e-3bf1-40d4-9968-5a55973c3cfd'],10,,,,,,,,,,,,,,,Villarreal,222,00:00:10.764,Pass,,10.7,48.1,16.7,69.7,0,4,1,6,0.009411,0.008786,-0.0006249999999999988,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.031073,,,,,,,,,,,,,,0065ddac-3b22-4044-a0ce-875c5e2c73eb,24,,"[33.6, 77.5]",69308,0,,,,,-0.18732034,,Right Foot,,,,"[48.9, 74.6]",,Ground Pass,,15.572412,,Incomplete,,Santiago Cazorla González,,,,,,1,From Kick Off,Carlos Marchena López,20127.0,Right Center Back,2,Villarreal,222,"['05b608f0-dc8f-4138-9fce-d287768932f2', '53c2f56d-6da8-4c74-a886-68dbf9237842']",16,,,,,,,,,,,,,,,Villarreal,222,00:00:16.036,Pass,,33.6,77.5,48.9,74.6,3,7,4,7,0.009777,0.011263,0.0014860000000000012,0.0014860000000000012,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,0.957135,,,,,,,,,,,,,,53314e05-23f5-47d7-9a30-9bfa2d97ddcc,29,,"[74.5, 4.9]",69308,0,,,,,-0.036680788,,Right Foot,,,,"[85.4, 4.5]",,Low Pass,,10.907337,,,,Lionel Andrés Messi Cuccittini,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,3,Barcelona,217,"['41139ec4-110d-4341-aa24-e17b95643c88', '9d50e4ed-e2fc-423f-bfa3-cb7a73c92c38']",17,,,,,,,,,,,,,,,Barcelona,217,00:00:17.805,Pass,True,74.5,4.9,85.4,4.5,7,0,8,0,0.017451,0.021221,0.003769999999999999,0.003769999999999999,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,0.783498,,,,,,,,,,,,,,7fcc67c2-9678-4dba-8f9a-25f0dcd692a4,33,,"[83.7, 4.5]",69308,0,,,,,-0.61466295,,Left Foot,,,,"[88.8, 0.9]",,Ground Pass,,6.2425957,,,,David Villa Sánchez,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,3,Barcelona,217,"['4af6692e-fbfc-4eca-8ba4-9d609f368def', '5f3ebb33-ca22-4c4a-8e3b-e32577c059aa']",19,,,,,,,,,,,,,,,Barcelona,217,00:00:19.335,Pass,True,83.7,4.5,88.8,0.9,8,0,8,0,0.021221,0.021221,0.0,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.038566,,,,,,,,,,,,,,9e4f590c-8f38-4057-934c-3e4e5a214e97,40,,"[87.2, 1.0]",69308,0,,,,,1.592532,,,,,,"[87.0, 10.2]",,High Pass,,9.202173,,,,Lionel Andrés Messi Cuccittini,,,,,Throw-in,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,4,Barcelona,217,['ff543fe1-c74f-4038-8cc3-dfe9ce229273'],32,,,,,,,,,,,,,,,Barcelona,217,00:00:32.492,Pass,,87.2,1.0,87.0,10.2,8,0,8,0,0.021221,0.021221,0.0,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,0.9188,,,,,,,,,,,,,,160b8421-bd75-45b8-871e-5c23b2a1ed58,42,,"[87.0, 10.2]",69308,0,,,,,-1.5483282,,Head,,,,"[87.2, 1.3]",,Low Pass,,8.902246,,,,Maxwell Scherrer Cabelino Andrade,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,4,Barcelona,217,['f3633806-8313-4b3c-80dd-9718c10db439'],33,,,,,,,,,,,,,,,Barcelona,217,00:00:33.570,Pass,,87.0,10.2,87.2,1.3,8,0,8,0,0.021221,0.021221,0.0,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,2.2202,,,,,,,,,,,,,,e2ae20c5-77b8-4d53-8e18-6b6c493c25bf,46,,"[79.4, 0.9]",69308,0,,,,,2.8208804,,Left Foot,,,,"[50.5, 10.5]",,Ground Pass,,30.452751,,,,Eric-Sylvain Bilal Abidal,,,,,,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,4,Barcelona,217,['ae57feef-7cce-4b5d-adc9-8122a0c000c5'],36,,,,,,,,,,,,,,,Barcelona,217,00:00:36.445,Pass,,79.4,0.9,50.5,10.5,7,0,4,1,0.017451,0.012147,-0.005304000000000001,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.662412,,,,,,,,,,,,,,8e426b71-5771-4d06-bfc9-8447b929460f,50,,"[50.2, 10.5]",69308,0,,,,,1.7294515,,Left Foot,,,,"[45.4, 40.5]",,Ground Pass,,30.381573,,,,Carles Puyol i Saforcada,,,,,,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,4,Barcelona,217,['078fa300-bc06-42a2-937a-930252cdb705'],39,,,,,,,,,,,,,,,Barcelona,217,00:00:39.768,Pass,,50.2,10.5,45.4,40.5,4,0,4,4,0.011263,0.012626,0.0013629999999999996,0.0013629999999999996,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.329619,,,,,,,,,,,,,,73767b19-b07c-4485-ab68-bf6ac20b4639,53,,"[45.4, 44.9]",69308,0,,,,,1.1394504,,Right Foot,,,,"[56.4, 68.8]",,Ground Pass,,26.309885,,,,Daniel Alves da Silva,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Right Center Back,4,Barcelona,217,['cf42a426-629b-4021-8ecd-d068f41bcd55'],42,,,,,,,,,,,,,,,Barcelona,217,00:00:42.853,Pass,,45.4,44.9,56.4,68.8,4,4,5,6,0.012626,0.013845,0.0012189999999999996,0.0012189999999999996,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,0.9826,,,,,,,,,,,,,,bb14a1c8-a5d1-41c6-8221-bff501386b64,57,,"[55.1, 68.8]",69308,0,,,,,-0.8163161,,Right Foot,,,,"[64.5, 58.8]",,Ground Pass,,13.724431,,Incomplete,,Xavier Hernández Creus,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,"['09e18aff-2a5f-4a33-a41c-554e9a5912c6', '5371a010-e8a3-4da7-8131-580fcd9d0ba9', 'd32930d8-d960-4dbe-a162-2e9cb0abe882']",44,,,,,,,,,,,,,,,Barcelona,217,00:00:44.622,Pass,True,55.1,68.8,64.5,58.8,5,6,6,5,0.013845,0.016856,0.003011,0.003011,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.323,,,,,,,,,,,,,,d32930d8-d960-4dbe-a162-2e9cb0abe882,59,,"[56.5, 22.2]",69308,0,,,,,-1.6438369,,Left Foot,,,,"[55.6, 9.9]",,Ground Pass,,12.332883,,,,Rubén Gracia Calmache,,,,,Recovery,1,Regular Play,Bruno Soriano Llido,22819.0,Left Defensive Midfield,5,Villarreal,222,"['989e3d4e-77b1-4bbc-b9f6-e31413994181', 'bb14a1c8-a5d1-41c6-8221-bff501386b64']",45,,,,,,,,,,,,,,,Villarreal,222,00:00:45.605,Pass,,56.5,22.2,55.6,9.9,5,2,5,0,0.014291,0.012483,-0.0018080000000000006,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.7181,,,,,,,,,,,,,,1e3b248e-4e9a-4d59-ba18-5e916c9d967b,63,,"[55.9, 12.2]",69308,0,,,,,-0.10972699,,Right Foot,,,,"[67.7, 10.9]",,Ground Pass,,11.871394,,,,Giuseppe Rossi,,,,,,1,Regular Play,Rubén Gracia Calmache,25921.0,Left Midfield,5,Villarreal,222,"['13cacef3-bbc1-49fd-a161-d74541fd0c06', 'c2acb5af-5880-4125-a0e1-97796e2d53ff']",47,,,,,,,,,,,,,,,Villarreal,222,00:00:47.840,Pass,True,55.9,12.2,67.7,10.9,5,1,6,1,0.013845,0.016118,0.0022730000000000007,0.0022730000000000007,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,0.767233,,,,,,,,,,,,,,d482e4c1-9eb1-4152-98af-3de5a40f5c01,78,,"[47.4, 56.4]",69308,1,,,,,-1.3734008,,Right Foot,,,,"[49.0, 48.4]",,Ground Pass,,8.158431,,,,Sergio Busquets i Burgos,,,,,Free Kick,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,7,Barcelona,217,['29a2b2a7-bbee-49a0-9f78-97ca6e1d25d6'],29,,,,,,,,,,,,,,,Barcelona,217,00:01:29.734,Pass,,47.4,56.4,49.0,48.4,4,5,4,4,0.012692,0.012626,-6.600000000000009e-05,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.015694,,,,,,,,,,,,,,546d31e9-0b97-48b2-8b90-9e36adf305a0,81,,"[49.0, 48.2]",69308,1,,,,,1.0595657,,Left Foot,,,,"[51.3, 52.3]",,Ground Pass,,4.7010636,,,,Xavier Hernández Creus,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,7,Barcelona,217,['8bff58ec-3d0a-42fe-a0de-d669671cc874'],31,,,,,,,,,,,,,,,Barcelona,217,00:01:31.265,Pass,,49.0,48.2,51.3,52.3,4,4,5,5,0.012626,0.014291,0.0016649999999999998,0.0016649999999999998,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.079191,,,,,,,,,,,,,,ad4fb682-d5d4-407d-98df-c2b472ad1451,84,,"[51.3, 52.3]",69308,1,,,,,-2.3874342,,Right Foot,,,,"[48.0, 49.2]",,Ground Pass,,4.527693,,,,Sergio Busquets i Burgos,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,7,Barcelona,217,['b6944fd4-4591-4e26-a53c-a58c63edaa0c'],32,,,,,,,,,,,,,,,Barcelona,217,00:01:32.401,Pass,,51.3,52.3,48.0,49.2,4,5,4,4,0.012692,0.012626,-6.600000000000009e-05,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.0694,,,,,,,,,,,,,,3a418e1d-14b2-4bf0-be44-18cbc4a53aa8,87,,"[48.0, 49.2]",69308,1,,,,,1.4018788,,Right Foot,,,,"[50.2, 62.1]",,Ground Pass,,13.086252,,,,Carles Puyol i Saforcada,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,7,Barcelona,217,['83aa373e-c897-4320-8a51-0b9c255e5c08'],36,,,,,,,,,,,,,,,Barcelona,217,00:01:36.356,Pass,,48.0,49.2,50.2,62.1,4,4,4,6,0.012626,0.012147,-0.00047900000000000026,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.1935,,,,,,,,,,,,,,948fdbe7-ab5e-4ebc-85e9-6b7573d38e83,90,,"[50.9, 60.9]",69308,1,,,,,-2.2299657,,Right Foot,,,,"[42.3, 49.8]",,Ground Pass,,14.041723,,,,Sergio Busquets i Burgos,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,7,Barcelona,217,['acc68b00-029b-48a5-b704-144f11682b22'],38,,,,,,,,,,,,,,,Barcelona,217,00:01:38.727,Pass,,50.9,60.9,42.3,49.8,4,6,4,4,0.012147,0.012626,0.00047900000000000026,0.00047900000000000026,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,2.7702,,,,,,,,,,,,,,3b6a9c94-8077-47f1-8e37-f4e44aa19c35,93,,"[42.3, 49.8]",69308,1,,,,,-1.3673828,,Right Foot,,,,"[50.2, 11.5]",,Ground Pass,,39.106266,,,,Eric-Sylvain Bilal Abidal,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,7,Barcelona,217,['c26aa7b3-1e79-4b18-ba2c-0a4217521d7b'],40,,,,,,,,,,,,,,,Barcelona,217,00:01:40.321,Pass,,42.3,49.8,50.2,11.5,4,4,4,1,0.012626,0.012147,-0.00047900000000000026,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,0.761611,,,,,,,,,,,,,,d9067246-8292-4adf-93fd-493ba51dd654,95,,"[50.2, 11.5]",69308,1,,,,,0.8218193,,Left Foot,,,,"[62.1, 24.3]",,Ground Pass,,17.477127,,,,Andrés Iniesta Luján,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,7,Barcelona,217,['5a575b2b-c841-425a-81cb-d278b08f9e2f'],43,,,,,,,,,,,,,,,Barcelona,217,00:01:43.091,Pass,,50.2,11.5,62.1,24.3,4,1,6,2,0.012147,0.016856,0.004709,0.004709,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.290636,,,,,,,,,,,,,,65692939-ca3d-413b-950b-85e0cb09cbe5,99,,"[70.0, 22.5]",69308,1,,,,,-0.82704073,,Right Foot,,,,"[88.4, 2.5]",,Ground Pass,,27.17646,,,,David Villa Sánchez,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,7,Barcelona,217,"['c3b2e7a8-5a7e-4175-94dd-fc9786830436', 'c7610d11-8e60-48a9-8bda-d10c37b8b6b0']",46,,,,,,,,,,,,,,,Barcelona,217,00:01:46.388,Pass,True,70.0,22.5,88.4,2.5,6,2,8,0,0.016856,0.021221,0.004365000000000001,0.004365000000000001,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,0.673226,,,,,,,,,,,,,,9ffd984f-5ad0-4dc2-abda-30ee3b5167d6,103,,"[99.4, 15.8]",69308,1,,,,,1.7681919,,Right Foot,,,,"[97.2, 26.8]",,Ground Pass,,11.217843,,,,Xavier Hernández Creus,,,,,,1,From Free Kick,David Villa Sánchez,12737.0,Left Wing,7,Barcelona,217,['8135ea2d-aee2-453f-958b-9cef770a68d9'],55,,,,,,,,,,,,,,,Barcelona,217,00:01:55.787,Pass,,99.4,15.8,97.2,26.8,9,1,9,2,0.029533,0.028552,-0.0009809999999999992,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.810806,,,,,,,,,,,,,,d8245e9b-2284-428e-9fa1-7cdeb528e9f0,106,,"[97.2, 26.8]",69308,1,,,,,-1.0666304,,Right Foot,,,,"[106.8, 9.4]",,Ground Pass,,19.872595,,,,Maxwell Scherrer Cabelino Andrade,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,7,Barcelona,217,['744870fe-1f5b-4cf6-a542-d130dd116356'],56,,,,,,,,,,,,,,,Barcelona,217,00:01:56.620,Pass,,97.2,26.8,106.8,9.4,9,2,10,0,0.028552,0.034851,0.006298999999999999,0.006298999999999999,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,5.484165,,,,,,,,,,,,,,969a991a-c358-419e-995f-87696997795a,109,,"[109.9, 9.6]",69308,1,,,,,1.589968,,Left Foot,True,,,"[108.6, 77.4]",,High Pass,,67.81246,,,,Pedro Eliezer Rodríguez Ledesma,,True,,,,1,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,7,Barcelona,217,['0dc51cd0-84f7-4313-a0d1-d189e447c1e7'],59,,,,,,,,,,,,,,,Barcelona,217,00:01:59.620,Pass,,109.9,9.6,108.6,77.4,10,0,10,7,0.034851,0.034851,0.0,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.197562,,,,,,,,,,,,,,5da34a30-901c-44c0-b4ed-f774eafe0a57,113,,"[99.4, 70.9]",69308,2,,,,,3.1045725,,Right Foot,,,,"[77.8, 71.7]",,Ground Pass,,21.614809,,,,Daniel Alves da Silva,,,,,,1,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,7,Barcelona,217,['d78d85a0-b0c8-49d4-bfb9-e4a027f3d507'],7,,,,,,,,,,,,,,,Barcelona,217,00:02:07.776,Pass,,99.4,70.9,77.8,71.7,9,7,7,7,0.027563,0.017451,-0.010112,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.087544,,,,,,,,,,,,,,f226aecd-fc42-4496-b03d-ce515f56d0c3,116,,"[77.8, 71.7]",69308,2,,,,,-1.3571273,,Right Foot,,,,"[80.1, 61.1]",,Ground Pass,,10.846659,,,,Xavier Hernández Creus,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,7,Barcelona,217,['7aba06bb-d393-46fc-9f4a-93250825b68f'],9,,,,,,,,,,,,,,,Barcelona,217,00:02:09.902,Pass,,77.8,71.7,80.1,61.1,7,7,7,6,0.017451,0.018703,0.0012519999999999996,0.0012519999999999996,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,0.894677,,,,,,,,,,,,,,aa22b804-b1a9-4fae-83fe-519294001124,119,,"[80.1, 61.1]",69308,2,,,,,2.314303,,Right Foot,,,,"[72.1, 69.8]",,Ground Pass,,11.819053,,,,Daniel Alves da Silva,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,7,Barcelona,217,['e7c08ef8-2ed9-43ab-9266-3910c50a063a'],11,,,,,,,,,,,,,,,Barcelona,217,00:02:11.030,Pass,,80.1,61.1,72.1,69.8,7,6,7,6,0.018703,0.018703,0.0,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.292227,,,,,,,,,,,,,,0c1757c0-b339-4435-8117-e2f714cf80cf,123,,"[69.8, 66.6]",69308,2,,,,,-2.2836404,,Right Foot,,,,"[51.3, 45.2]",,Ground Pass,,28.287983,,,,Carles Puyol i Saforcada,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,7,Barcelona,217,['73d32682-2f00-47f7-9ba5-552b3c55d5de'],13,,,,,,,,,,,,,,,Barcelona,217,00:02:13.525,Pass,,69.8,66.6,51.3,45.2,6,6,5,4,0.016118,0.014846,-0.0012720000000000006,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,2.007388,,,,,,,,,,,,,,1d2ef5df-17d4-42a3-b891-11fc5528e801,126,,"[50.9, 42.3]",69308,2,,,,,-1.3947716,,Left Foot,,,,"[55.4, 17.0]",,Ground Pass,,25.69708,,,,Eric-Sylvain Bilal Abidal,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,7,Barcelona,217,['0caa4ae4-b23c-4e3e-82be-61f2a7d53199'],16,,,,,,,,,,,,,,,Barcelona,217,00:02:16.377,Pass,,50.9,42.3,55.4,17.0,4,4,5,1,0.012626,0.013845,0.0012189999999999996,0.0012189999999999996,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.832042,,,,,,,,,,,,,,80b7af59-db4f-4c38-853a-7718056cf449,130,,"[55.4, 16.4]",69308,2,,,,,-0.7368253,,Left Foot,,,,"[70.5, 2.7]",,Ground Pass,,20.388721,,,,Maxwell Scherrer Cabelino Andrade,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,7,Barcelona,217,"['0a341955-2b00-4e4b-bdc2-c4a16b7a458d', '57daf0c7-03b6-4dca-9cb1-ffbb7c77801b']",18,,,,,,,,,,,,,,,Barcelona,217,00:02:18.425,Pass,True,55.4,16.4,70.5,2.7,5,1,7,0,0.013845,0.017451,0.0036060000000000016,0.0036060000000000016,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,0.653645,,,,,,,,,,,,,,1a268acf-f980-415c-bacb-d08905b45a8a,133,,"[70.5, 2.7]",69308,2,,,,,1.6239377,,Left Foot,,,,"[70.0, 12.1]",,Ground Pass,,9.413288,,,,Andrés Iniesta Luján,,,,,,1,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,7,Barcelona,217,['f21e647f-3e2e-47b1-8804-928a0aed954d'],20,,,,,,,,,,,,,,,Barcelona,217,00:02:20.480,Pass,,70.5,2.7,70.0,12.1,6,0,6,1,0.014736,0.016118,0.0013819999999999995,0.0013819999999999995,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
