50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,,,0.6061,,,,,,,,,,,,,,458658e1-a7cd-411a-97ec-0dba039ad0c0,5,,,"[60.0, 40.0]",69275,0,,,,1.3554386,,Right Foot,,,,"[60.7, 43.2]",,Ground Pass,,3.275668,,,Joan Verdú Fernández,,,,,,Kick Off,1,From Kick Off,Pablo Daniel Osvaldo,26609.0,Center Forward,2,Espanyol,214,['21da0280-054e-4804-a1f5-56fb42f7cd95'],0,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.738,Pass,,60.0,40.0,60.7,43.2,5,3,5,4,0.014846,0.014846,0.0,0.0,,,,,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,1.776163,,,,,,,,,,,,,,685b24e7-c546-46c4-92b2-e82738d9c6a4,9,,,"[61.8, 42.1]",69275,0,,,,-1.3558406,,Right Foot,,,,"[69.9, 5.0]",,High Pass,,37.973938,,,José María Callejón Bueno,,,,,,,1,From Kick Off,Joan Verdú Fernández,26211.0,Left Wing,2,Espanyol,214,['0fca70b4-a265-43ff-9798-d3cf36062695'],2,,,,,,,,,,,,,,,,Espanyol,214,00:00:02.511,Pass,,61.8,42.1,69.9,5.0,6,4,6,0,0.016895,0.014736,-0.0021589999999999995,0.0,,,,,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,1.2429,,,,,,,,,,,,,,2662c0d4-5250-4e4d-986a-70f166bccc3f,17,,,"[104.6, 4.2]",69275,0,,,,1.3931127,,Left Foot,True,,,"[109.7, 32.6]",,Low Pass,,28.85429,Incomplete,,Pablo Daniel Osvaldo,,,,,,,1,From Kick Off,José María Callejón Bueno,7029.0,Right Wing,2,Espanyol,214,"['5e63fc3c-fe1d-400e-84bb-71c59ece6e6c', 'a4187488-64aa-4e56-972b-59d3011ae735', 'c37203e8-8883-442e-a1d8-1e0e9cb4d307']",9,,,,,,,,,,,,,,,,Espanyol,214,00:00:09.581,Pass,True,104.6,4.2,109.7,32.6,10,0,10,3,0.034851,0.108051,0.07319999999999999,0.07319999999999999,,,,,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,1.2985,,,,,,,,,,,,,,83f136b8-1426-4d59-8b98-5be0fe8a996c,21,,,"[78.8, 0.1]",69275,0,,,,1.3900968,,,,,,"[80.7, 10.5]",,Low Pass,,10.572133,,,Javier Márquez Moreno,,,,,,Throw-in,1,From Throw In,Dídac Vilá Rosselló,6886.0,Left Back,3,Espanyol,214,['14eeb0ac-1a2c-47e3-835a-2ba7893e1154'],18,,,,,,,,,,,,,,,,Espanyol,214,00:00:18.784,Pass,,78.8,0.1,80.7,10.5,7,0,8,1,0.017451,0.024015,0.006564,0.006564,,,0.0059521776,0.0059521776,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,0.950262,,,,,,,,,,,,,,c0e724b6-a105-4a6a-99cf-8c3e5e79e703,25,,,"[79.4, 10.1]",69275,0,,,,-1.8432595,,Left Foot,,,,"[77.5, 3.3]",,Ground Pass,,7.0604534,,,Dídac Vilá Rosselló,,,,,,,1,From Throw In,Javier Márquez Moreno,24783.0,Right Center Midfield,3,Espanyol,214,"['8f4b5170-d99b-47ad-8e54-11d2808a6056', '915a875e-b828-4bce-b9ec-9804c55ca17e']",20,,,,,,,,,,,,,,,,Espanyol,214,00:00:20.122,Pass,True,79.4,10.1,77.5,3.3,7,1,7,0,0.018703,0.017451,-0.0012519999999999996,0.0,,,0.0059521776,0.0059521776,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,0.7758,,,,,,,,,,,,,,45b19e5b-cdfb-493e-802f-550890f0ef49,29,,,"[78.6, 3.3]",69275,0,,,,0.05384013,,Left Foot,,,,"[95.3, 4.2]",,Ground Pass,,16.724234,,,José María Callejón Bueno,,,,,,,1,From Throw In,Dídac Vilá Rosselló,6886.0,Left Back,3,Espanyol,214,['b538b3fc-96e4-4499-bc1d-0314e0293fe0'],22,,,,,,,,,,,,,,,,Espanyol,214,00:00:22.415,Pass,,78.6,3.3,95.3,4.2,7,0,9,0,0.017451,0.027563,0.010112,0.010112,,,0.0059521776,0.0059521776,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,0.3219,,,,,,,,,,,,,,6dd77784-a9cc-477b-a503-2b8c5a16eef0,32,,,"[94.4, 9.5]",69275,0,,,,2.2763646,,Right Foot,,,,"[92.1, 12.2]",,Ground Pass,,3.5468295,Incomplete,,Joan Verdú Fernández,,,,,,,1,From Throw In,José María Callejón Bueno,7029.0,Right Wing,3,Espanyol,214,"['73e1d42a-7454-4472-be63-af4c76fa1c31', 'e156c705-8f92-4271-ab11-9264f53397c8']",25,,,,,,,,,,,,,,,,Espanyol,214,00:00:25.619,Pass,,94.4,9.5,92.1,12.2,9,0,9,1,0.027563,0.029533,0.0019699999999999995,0.0019699999999999995,,,0.0059521776,0.0059521776,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,1.0807,,,,,,,,,,,,,,c72d2496-0111-42fd-8ed7-6ae2f29a1a1b,38,,,"[98.7, 3.3]",69275,0,,,,1.1747149,,Left Foot,,,,"[103.3, 14.3]",,Ground Pass,,11.923087,Incomplete,,Pablo Daniel Osvaldo,,,,,,,1,From Throw In,Dídac Vilá Rosselló,6886.0,Left Back,3,Espanyol,214,"['3fe9bd0b-20b6-497e-a2b0-67c7472ebed9', 'b307b8bc-5cb4-4680-ac6e-5feb4293d7b7']",30,,,,,,,,,,,,,,,,Espanyol,214,00:00:30.203,Pass,,98.7,3.3,103.3,14.3,9,0,10,1,0.027563,0.04067,0.013106999999999997,0.013106999999999997,,,0.0059521776,0.0059521776,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,2.4509,,,,,,,,,,,,,,743bec5c-ccb3-431c-a916-4657544952d3,41,,,"[11.2, 69.8]",69275,0,,,,0.07751428,,Right Foot,,,,"[52.4, 73.0]",,High Pass,,41.324085,Incomplete,,Pedro Eliezer Rodríguez Ledesma,,,,,,Recovery,1,From Throw In,Carles Puyol i Saforcada,20125.0,Right Center Back,3,Espanyol,214,"['93d5405f-cb4a-4d3d-be4e-1f4d936454d7', 'f17dbb11-41fe-4597-bef2-f87bdcd637aa']",32,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.708,Pass,,11.2,69.8,52.4,73.0,0,6,5,7,0.007501,0.012483,0.0049819999999999994,0.0049819999999999994,,,0.0059521776,0.0059521776,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,1.6585,,,,,,,,,,,,,,93d5405f-cb4a-4d3d-be4e-1f4d936454d7,43,,,"[67.7, 7.1]",69275,0,,,,0.12994543,,Head,,,,"[85.3, 9.4]",,High Pass,,17.749647,Incomplete,,Joan Verdú Fernández,,,,,,Recovery,1,From Throw In,Víctor Ruíz Torre,6752.0,Left Center Back,3,Espanyol,214,"['518058ff-afa0-4ce2-86e8-6e1d64ad7420', '58f6d549-a7d4-4295-a71b-6498beca1d57', '743bec5c-ccb3-431c-a916-4657544952d3']",35,,,,,,,,,,,,,,,,Espanyol,214,00:00:35.159,Pass,,67.7,7.1,85.3,9.4,6,0,8,0,0.014736,0.021221,0.0064849999999999994,0.0064849999999999994,,,0.0059521776,0.0059521776,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,2.699,,,,,,,,,,,,,,518058ff-afa0-4ce2-86e8-6e1d64ad7420,45,,,"[34.8, 70.7]",69275,0,,,,-0.80544,,Head,,,,"[56.8, 47.8]",,High Pass,,31.755472,Incomplete,,Lionel Andrés Messi Cuccittini,,,,,,Recovery,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Espanyol,214,"['393e5b5e-9d73-4737-ac7b-591ce0aab297', '93d5405f-cb4a-4d3d-be4e-1f4d936454d7', 'de418985-d7dd-4fbc-973e-44f1d157f59e']",36,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.817,Pass,,34.8,70.7,56.8,47.8,3,7,5,4,0.009777,0.014846,0.005069000000000001,0.005069000000000001,,,0.0059521776,0.0059521776,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,2.3364,,,,,,,,,,,,,,de418985-d7dd-4fbc-973e-44f1d157f59e,47,,,"[63.3, 32.3]",69275,0,,,,-2.1733289,,Right Foot,,,,"[51.4, 15.0]",,Ground Pass,,20.99762,,,Víctor Ruíz Torre,,,,,,Recovery,1,From Throw In,Juan Daniel Forlín,24744.0,Right Center Back,3,Espanyol,214,"['18239c8c-a8ac-473a-8c3b-449112a53f1e', '518058ff-afa0-4ce2-86e8-6e1d64ad7420']",39,,,,,,,,,,,,,,,,Espanyol,214,00:00:39.516,Pass,,63.3,32.3,51.4,15.0,6,3,4,1,0.016895,0.012147,-0.0047480000000000005,0.0,,,0.0059521776,0.0059521776,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,2.3315,,,,,,,,,,,,,,c5dacc81-1482-4f55-97bb-103bde8c0165,51,,,"[46.8, 17.5]",69275,0,,,,2.7854831,,Left Foot,,,,"[9.7, 31.3]",,Ground Pass,,39.583458,,,Idriss Carlos Kameni,,,,,,,1,From Throw In,Víctor Ruíz Torre,6752.0,Left Center Back,3,Espanyol,214,['3b60ca6b-c259-498e-ba34-0ea4659512b7'],43,,,,,,,,,,,,,,,,Espanyol,214,00:00:43.177,Pass,,46.8,17.5,9.7,31.3,4,1,0,3,0.012147,0.009411,-0.0027360000000000006,0.0,,,0.0059521776,0.0059521776,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,2.6104,,,,,,,,,,,,,,739b38e6-3738-4b93-b237-89746520f345,54,,,"[16.5, 38.5]",69275,0,,,,0.4989078,,Right Foot,,,,"[64.4, 64.6]",,High Pass,,54.549244,,,Luis García Fernández,,,,,,,1,From Throw In,Idriss Carlos Kameni,26103.0,Goalkeeper,3,Espanyol,214,['e9f3eb4d-f331-4c76-a171-be10abcc1a62'],47,,,,,,,,,,,,,,,,Espanyol,214,00:00:47.921,Pass,,16.5,38.5,64.4,64.6,1,3,6,6,0.010827,0.016118,0.0052910000000000006,0.0052910000000000006,,,0.0059521776,0.0059521776,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,1.9751,,,,,,,,,,,,,,26e417c9-711a-47d7-b7fd-7818ccaab528,57,,,"[64.4, 64.6]",69275,0,,,,-2.3927636,,Right Foot,,,,"[55.9, 56.7]",,Low Pass,,11.604309,,,Joan Verdú Fernández,,,,,,,1,From Throw In,Luis García Fernández,23916.0,Left Center Midfield,3,Espanyol,214,['11957a16-8606-49ed-b504-ad44026f9bdc'],50,,,,,,,,,,,,,,,,Espanyol,214,00:00:50.555,Pass,,64.4,64.6,55.9,56.7,6,6,5,5,0.016118,0.014291,-0.0018270000000000005,0.0,,,0.0059521776,0.0059521776,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,1.2519,,,,,,,,,,,,,,773527ca-12de-4e18-a710-621c004cc88e,61,,,"[58.0, 57.3]",69275,0,,,,2.113986,,Right Foot,,,,"[54.8, 62.6]",,Low Pass,,6.1911225,,,Luis García Fernández,,,,,,,1,From Throw In,Joan Verdú Fernández,26211.0,Left Wing,3,Espanyol,214,['c253fe9c-474d-4277-970e-922d5f4ba8c5'],52,,,,,,,,,,,,,,,,Espanyol,214,00:00:52.657,Pass,,58.0,57.3,54.8,62.6,5,5,5,6,0.014291,0.013845,-0.0004460000000000002,0.0,,,0.0059521776,0.0059521776,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,0.888043,,,,,,,,,,,,,,f60d8dae-8e61-4295-9752-6ab9933e2b08,65,,,"[56.1, 63.7]",69275,0,,,,-0.16514868,,Right Foot,,,,"[59.7, 63.1]",,Ground Pass,,3.6496575,,,Joan Verdú Fernández,,,,,,,1,From Throw In,Luis García Fernández,23916.0,Left Center Midfield,3,Espanyol,214,"['504adaf6-6669-4a71-8af9-a1e4bec47e02', '8d3f11e2-76e0-4603-8bb6-56f6cf4313ea']",54,,,,,,,,,,,,,,,,Espanyol,214,00:00:54.366,Pass,True,56.1,63.7,59.7,63.1,5,6,5,6,0.013845,0.013845,0.0,0.0,,,0.0059521776,0.0059521776,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,2.1269,,,,,,,,,,,,,,ad83c70f-2731-4d90-99a1-d946f89dbfb3,68,,,"[66.9, 64.4]",69275,0,,,,-0.5431896,80e776e7-ad23-4474-ac9d-e04ca4527341,Right Foot,,,,"[88.1, 51.6]",,High Pass,,24.76449,,,Pablo Daniel Osvaldo,True,,,,,,1,From Throw In,Joan Verdú Fernández,26211.0,Left Wing,3,Espanyol,214,"['130b83c8-2606-484d-8754-950f4aebd96f', '504adaf6-6669-4a71-8af9-a1e4bec47e02']",55,,,,,,,,,,,,,,,,Espanyol,214,00:00:55.840,Pass,True,66.9,64.4,88.1,51.6,6,6,8,5,0.016118,0.024122,0.008004,0.008004,0.0059521776,,0.0059521776,,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,0.8614,,,,,,,,,,,,,,80e776e7-ad23-4474-ac9d-e04ca4527341,72,,,"[111.4, 62.0]",69275,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pablo Daniel Osvaldo,26609.0,Center Forward,3,Espanyol,214,['73c5bae2-a854-4455-9581-b5b795ceb8f6'],0,,Right Foot,"[118.6, 43.7, 0.3]",,"[{'location': [111.4, 60.1], 'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.3, 52.0], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.2, 57.6], 'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.2, 55.3], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.1, 43.1], 'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 34.8], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.8, 55.3], 'player': {'id': 26211, 'name': 'Joan Verdú Fernández'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",ad83c70f-2731-4d90-99a1-d946f89dbfb3,,Saved,,0.0059521776,Normal,Open Play,,,,Espanyol,214,00:01:00.987,Shot,,111.4,62.0,,,11,6,0,0,0.046477,0.006383,-0.040094,0.0,,0.0059521776,0.0059521776,,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,3.2479,,,,,,,,,,,,,,050d9fa7-14e8-4fbf-b600-10514baf6cea,74,,,"[4.7, 37.2]",69275,1,,,,0.44530106,,Drop Kick,,,,"[66.3, 66.6]",,High Pass,,68.25628,Incomplete,,Pedro Eliezer Rodríguez Ledesma,,,,,,,1,From Keeper,Víctor Valdés Arribas,20176.0,Goalkeeper,4,Barcelona,217,"['361e0f26-b672-4913-816e-6bd2d4db925d', 'c8e984a8-4396-4375-86b7-ec0c04bcac74']",12,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.938,Pass,,4.7,37.2,66.3,66.6,0,3,6,6,0.009411,0.016118,0.006707000000000001,0.006707000000000001,,,,,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,1.0487,,,,,,,,,,,,,,361e0f26-b672-4913-816e-6bd2d4db925d,77,,,"[53.8, 13.5]",69275,1,,,True,-0.12203212,,,,,,"[64.4, 12.2]",,Low Pass,,10.6794195,,,José María Callejón Bueno,,,,,,Recovery,1,From Keeper,Dídac Vilá Rosselló,6886.0,Left Back,5,Espanyol,214,"['050d9fa7-14e8-4fbf-b600-10514baf6cea', '1d608293-1492-4b48-90e9-3f0856d3732b', '81d542d1-1e35-41cc-8b55-ed9b42360991']",16,,,,,,,,,,,,,,,,Espanyol,214,00:01:16.186,Pass,True,53.8,13.5,64.4,12.2,5,1,6,1,0.013845,0.016118,0.0022730000000000007,0.0022730000000000007,,,,,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,1.635094,,,,,,,,,,,,,,99df5d0e-461d-4241-a795-701e0ea0170f,80,,,"[64.4, 12.2]",69275,1,,,,2.7801883,,Right Foot,,,,"[35.3, 23.2]",,High Pass,,31.109644,,,Víctor Ruíz Torre,,,,,,,1,From Keeper,José María Callejón Bueno,7029.0,Right Wing,5,Espanyol,214,['387def20-8b7c-4e47-a650-115d18fa22f4'],17,,,,,,,,,,,,,,,,Espanyol,214,00:01:17.269,Pass,,64.4,12.2,35.3,23.2,6,1,3,2,0.016118,0.011105,-0.005013,0.0,,,,,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,1.988024,,,,,,,,,,,,,,30d8aa10-8709-4811-94e9-3f8f5da8e6c6,83,,,"[37.9, 23.4]",69275,1,,,,1.9701893,,Left Foot,,,,"[24.9, 54.2]",,Ground Pass,,33.43112,,,Juan Daniel Forlín,,,,,,,1,From Keeper,Víctor Ruíz Torre,6752.0,Left Center Back,5,Espanyol,214,['9a355867-25d0-443c-920e-4cb400d5bbdd'],21,,,,,,,,,,,,,,,,Espanyol,214,00:01:21.092,Pass,,37.9,23.4,24.9,54.2,3,2,2,5,0.011105,0.010013,-0.001092000000000001,0.0,,,,,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,2.2693,,,,,,,,,,,,,,317ae6d1-8766-49b4-8fbd-40aeb48c440e,87,,,"[35.3, 55.0]",69275,1,,,,-0.089555725,,Right Foot,,,,"[84.3, 50.6]",,High Pass,,49.197155,Incomplete,,Pablo Daniel Osvaldo,,,,,,,1,From Keeper,Juan Daniel Forlín,24744.0,Right Center Back,5,Espanyol,214,"['93d39034-9152-4fce-bbfa-0a1889c22a26', 'dda02636-9ced-45d7-9706-0fd7886af476']",25,,,,,,,,,,,,,,,,Espanyol,214,00:01:25.074,Pass,,35.3,55.0,84.3,50.6,3,5,8,5,0.011105,0.024122,0.013017,0.013017,,,,,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,1.4682,,,,,,,,,,,,,,dda02636-9ced-45d7-9706-0fd7886af476,89,,,"[35.8, 29.5]",69275,1,,,,-0.14189705,,Head,,,,"[54.7, 26.8]",,Low Pass,,19.091883,Incomplete,,Andrés Iniesta Luján,,,,,,Recovery,1,From Keeper,Gerard Piqué Bernabéu,5213.0,Left Center Back,5,Espanyol,214,"['187c440f-0f34-4400-bddb-2c061e87df3e', '317ae6d1-8766-49b4-8fbd-40aeb48c440e', 'd2aa4085-404d-4e59-8eaa-8e75465b1fc8']",27,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.343,Pass,,35.8,29.5,54.7,26.8,3,2,5,2,0.011105,0.014291,0.0031859999999999996,0.0031859999999999996,,,,,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,1.3316,,,,,,,,,,,,,,187c440f-0f34-4400-bddb-2c061e87df3e,91,,,"[65.4, 53.3]",69275,1,,,,0.3402181,,Left Foot,,,,"[76.7, 57.3]",,Low Pass,,11.987077,Incomplete,,Pablo Daniel Osvaldo,,,,,,Recovery,1,From Keeper,José Raúl Baena Urdiales,26607.0,Center Defensive Midfield,5,Espanyol,214,"['8c3c3c99-bc0e-4aa3-a831-17da45433f99', 'dda02636-9ced-45d7-9706-0fd7886af476', 'e0756123-537e-413a-adcb-6e70746a7023']",28,,,,,,,,,,,,,,,,Espanyol,214,00:01:28.812,Pass,,65.4,53.3,76.7,57.3,6,5,7,5,0.016856,0.019351,0.0024950000000000007,0.0024950000000000007,,,,,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,1.0247,,,,,,,,,,,,,,e0756123-537e-413a-adcb-6e70746a7023,93,,,"[43.4, 22.8]",69275,1,,,,1.1722739,,Right Foot,,,,"[46.6, 30.4]",,High Pass,,8.246211,,,Sergio Busquets i Burgos,,,,,,Recovery,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,6,Barcelona,217,"['187c440f-0f34-4400-bddb-2c061e87df3e', 'dc52ccb4-66ca-46ea-8f31-86be5d8ea02e']",30,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.143,Pass,,43.4,22.8,46.6,30.4,4,2,4,3,0.012692,0.012626,-6.600000000000009e-05,0.0,,,,,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,1.5873,,,,,,,,,,,,,,1cd696e8-0d67-4651-ac15-ea624d6a8d72,95,,,"[46.6, 30.4]",69275,1,,,,-0.49555168,,Head,,,,"[54.0, 26.4]",,High Pass,,8.411897,,,Andrés Iniesta Luján,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Barcelona,217,['c7371a9c-92af-40cc-9880-822dc1f1e94a'],31,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.208,Pass,,46.6,30.4,54.0,26.4,4,3,5,2,0.012626,0.014291,0.0016649999999999998,0.0016649999999999998,,,,,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,0.7881,,,,,,,,,,,,,,50f981d6-cc69-4704-a013-a48da4a20a27,99,,,"[62.5, 56.5]",69275,1,,,,0.75976276,,Right Foot,,,,"[66.5, 60.3]",,Ground Pass,,5.517246,,,Luis García Fernández,,,,,,Recovery,1,Regular Play,José Raúl Baena Urdiales,26607.0,Center Defensive Midfield,7,Espanyol,214,['468377b2-30a7-4520-92d0-d9d6d4a4a023'],33,,,,,,,,,,,,,,,,Espanyol,214,00:01:33.756,Pass,,62.5,56.5,66.5,60.3,6,5,6,6,0.016856,0.016118,-0.0007379999999999991,0.0,,,,,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,2.120643,,,,,,,,,,,,,,cfb7f7a1-07d9-4bb5-8588-f87bf00c9a2c,105,,,"[61.4, 68.4]",69275,1,True,,,-2.5461829,,Right Foot,,,,"[36.6, 51.6]",,Ground Pass,,29.954632,,,Víctor Ruíz Torre,,,,,,Free Kick,1,From Free Kick,Francisco Javier Chica Torres,26170.0,Right Back,8,Espanyol,214,['0a267e31-7ddc-4b6f-9ac7-b26ff7ab91df'],43,,,,,,,,,,,,,,,,Espanyol,214,00:01:43.569,Pass,,61.4,68.4,36.6,51.6,6,6,3,5,0.016118,0.011105,-0.005013,0.0,,,,,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,1.519,,,,,,,,,,,,,,b6e30bd7-e81f-473c-ac0a-2f5d6dc81e8d,109,,,"[57.1, 46.3]",69275,1,,,,1.7777356,,Left Foot,,,,"[53.3, 64.4]",,Ground Pass,,18.494595,,,Francisco Javier Chica Torres,,,,,,,1,From Free Kick,Víctor Ruíz Torre,6752.0,Left Center Back,8,Espanyol,214,"['5a5c08d5-724d-4a93-8ac2-f1081f8e3549', 'c96f347a-1fbb-4039-ae76-987cab8df93a']",49,,,,,,,,,,,,,,,,Espanyol,214,00:01:49.807,Pass,True,57.1,46.3,53.3,64.4,5,4,5,6,0.014846,0.013845,-0.0010010000000000002,0.0,,,,,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
,,,,,,,,,,,,,,,,,,2.2576,,,,,,,,,,,,,,3a18f854-04fd-465f-8901-1bbce2a97210,113,,,"[52.9, 65.2]",69275,1,,,,-2.659705,,Right Foot,,,,"[29.0, 52.7]",,Ground Pass,,26.971466,,,Juan Daniel Forlín,,,,,,,1,From Free Kick,Francisco Javier Chica Torres,26170.0,Right Back,8,Espanyol,214,['1b32106f-df82-446b-be05-a424911bf310'],51,,,,,,,,,,,,,,,,Espanyol,214,00:01:51.366,Pass,,52.9,65.2,29.0,52.7,5,6,2,5,0.013845,0.010013,-0.0038320000000000003,0.0,,,,,2024-09-07 18:28:12.282664,2010-12-18,2010/2011,Spain - La Liga,Espanyol vs Barcelona
